"Date","Loop","Whitesheet.Filename","Whitesheet.Entry.Number","Time","Latitude","Longitude","Species","Multispecies","Sun","Wind","Rain","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Grass.spp.4","Bush.type","Photos.begin","Photos.end","Total.animals","Male..T.","Male..B.","Female..NL.","Female..L.","Female..P.","X2.year.old","X1.year.old","X6.12.months.old","X3.6.months.old","X1.3.months.old","X0.1.months.old","Notes","Distance.to.water","QuickSpecies","Year","Month","Day","Hour","Minute","Other.species.1","Other.species.2","Other.species.3","Number.grasses","GPS.x","GPS.y","Primary.habitat","Secondary.habitat","Tertiary.habitat","Distance.secondary","Distance.tertiary","NDVI","EVI","Distance.from.mob","Closest.mob.size","Scaled.mob.size","Distance.from.herd","Closest.herd.size","Distance.from.herd.opp.sp","Closest.herd.size.opp.sp","Distance.from.opp.sp","Closest.opp.sp.size","Identifier"
"6/3/21","2","DSCN2513","1","1020","0.468911959","36.85907079","PZ","0","full","light","no rain","Standing","hock","green with some brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum mezzianum","Enteropogon macrostachyus","light","1454","1477","12","1","","","","","","1","","","","","","0.005377905","PZ","2021","6","3","10","20","","","","4","261623.5766","52164.31139","","","","","","","","","","","","","","","","","PZ1"
"6/3/21","2","DSCN2513","2","1025","0.47077494","36.85956264","GZ","0","full","light","no rain","Walking","hock","green with some brown","Chloris roxburghiana","Cynodon plectostachyus","Enteropogon macrostachyus","Cynodon nlemfuensis","light","1478","1527","14","1","","5","1","","","3","1","2","","","Outside study area","0.003862279","GZ","2021","6","3","10","25","Elephant","","","4","261678.4078","52370.35429","","","","","","","","","","","","","","","","","GZ1"
"6/3/21","2","DSCN2513","3","1046","0.472146249","36.85981476","PZ","1","full","light","","Grazing","hoof","green with some brown","Cynodon nlemfuensis","Digitaria macroblefara","Pennisetum stramineum","Pennisetum mezzianum","light","1528","1566","23","2","","1","4","","","1","1","2","","","","0.003166762","PZ","2021","6","3","10","46","Impala","","","4","261706.5274","52522.02283","","","","","","","","","","","","","","","","","PZ2"
"6/3/21","2","DSCN2513","3","1046","0.472146249","36.85981476","GZ","1","full","light","","Grazing","hoof","green with some brown","Cynodon nlemfuensis","Digitaria macroblefara","Pennisetum stramineum","Pennisetum mezzianum","light","1567","1566","3","","2","","","","","","","","","","","0.003166762","GZ","2021","6","3","10","46","Impala","","","4","261706.5274","52522.02283","","","","","","","","","","","","","","","","","GZ2"
"6/3/21","2","DSCN2514","1","1055","0.476648303","36.85996747","PZ","1","full","light","no rain","Grazing","hock","green with some brown","Cynodon plectostachyus","Pennisetum mezzianum","Pennisetum stramineum","Enteropogon macrostachyus","light","1567","1602","10","1","","2","3","","","1","1","1","1","","","0.002698877","PZ","2021","6","3","10","55","Impala","","","4","261723.687","53019.97871","","","","","","","","","","","","","","","","","PZ3"
"6/3/21","2","DSCN2514","1","1055","0.476648303","36.85996747","GZ","1","full","light","no rain","Grazing","hock","green with some brown","Cynodon plectostachyus","Pennisetum mezzianum","Pennisetum stramineum","Enteropogon macrostachyus","light","1567","1602","7","1","","1","1","","11","1","1","","","","","0.002698877","GZ","2021","6","3","10","55","Impala","","","4","261723.687","53019.97871","","","","","","","","","","","","","","","","","GZ3"
"6/3/21","2","DSCN2514","2","1103","0.478243289","36.8614674","PZ","0","full","light","no rain","Grazing","hock","brown with some green","Cynodon nlemfuensis","Cynodon plectostachyus","Enteropogon macrostachyus","Enteropogon macrostachyus","light","1603","1624","12","2","2","","7","","","","1","3","2","","","0.001305914","PZ","2021","6","3","11","3","Giraffe","","","4","261890.7577","53196.34373","","","","","","","","","","","","","","","","","PZ4"
"6/3/21","2","DSCN2514","3","1116","0.470072435","36.86202857","PZ","0","full","light","no rain","Walking","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Pennisetum mezzianum","open grassland","1625","1697","33","3","","8","10","1","","1","3","4","3","","Photos up to 1741, see sheet for additional info","0.002729917","PZ","2021","6","3","11","16","Eland"," Giraffe","","4","261952.9627","52292.56726","","","","","","","","","","","","","","","","","PZ5"
"6/3/21","2","DSCN2515","1","1126","0.478855584","36.86247627","GZ","0","full","light","no rain","Grazing","hoof","green","Digitaria macroblefara","Pennisetum mezzianum","Pennisetum stramineum","Microchloa kunthii","medium","1698","1787","17","1","2","2","4","2","","1","1","2","2","","","0.000423811","GZ","2021","6","3","11","26","","","","4","262003.1154","53264.0329","","","","","","","","","","","","","","","","","GZ4"
"6/3/21","2","DSCN2515","2","1137","0.04600112","36.85658199","GZ","0","full","light","no rain","Walking","hoof","brown with some green","Cynodon plectostachyus","Pennisetum mezzianum","Cynodon nlemfuensis","Cyperus","light","1788","1816","5","0","1","","2","","","","","1","1","","","0.208812658","GZ","2021","6","3","11","37","Eland"," Impala","","4","261338.5","5387.17245","","","","","","","","","","","","","","","","","GZ5"
"6/3/21","2","DSCN2515","3","1148","0.50163067","36.85006329","GZ","0","full","light","no rain","Standing","hock","green with some brown","Cynodon plectostachyus","Pennisetum mezzianum","Pennisetum stramineum","Microchloa kunthii","medium","1817","1820","1","1","","","","","","","","","","","","0.002762051","GZ","2021","6","3","11","48","Elephant","","","4","260621.7528","55783.58058","","","","","","","","","","","","","","","","","GZ6"
"6/3/21","2","DSCN2516","1","1158","0.497019943","36.83998142","GZ","0","full","light","no rain","Grazing","hock","green with some brown","Cenchrus ciliaris","Enteropogon macrostachyus","Chloris roxburghiana","Cynodon plectostachyus","light","1821","1891","20","1","","10","","4","4","1","","","","","","0.003993581","GZ","2021","6","3","11","58","Impala","","","4","259498.9704","55273.96455","","","","","","","","","","","","","","","","","GZ7"
"6/3/21","2","DSCN2516","2","1302","0.47880626","36.84758671","PZ","0","full","light","no rain","Grazing","hock","green with some brown","Cynodon nlemfuensis","Pennisetum mezzianum","Enteropogon macrostachyus","Cynodon plectostachyus","light","1892","1959","20","3","1","4","6","3","1","","2","3","","1","","0.002080663","PZ","2021","6","3","13","2","Elephant","","","4","260345.1697","53259.0992","","","","","","","","","","","","","","","","","PZ6"
"6/3/21","2","DSCN2516","3","1314","0.481024214","36.8440771","PZ","1","full","light","no rain","Drinking","hoof","green with some brown","Cynodon dactylon","Pennisetum mezzianum","Pennisetum stramineum","Cynodon nlemfuensis","light","1960","2003","36","","","","","","","","","","","","","2.3e-05","PZ","2021","6","3","13","14","Impala","","","4","259954.4523","53504.54773","","","","","","","","","","","","","","","","","PZ7"
"6/3/21","2","DSCN2516","3","1314","0.481024214","36.8440771","GZ","1","full","light","no rain","Drinking","hoof","green with some brown","Cynodon dactylon","Pennisetum mezzianum","Pennisetum stramineum","Cynodon nlemfuensis","light","1960","2003","8","","8","","","","","","","","","","","2.3e-05","GZ","2021","6","3","13","14","Impala","","","4","259954.4523","53504.54773","","","","","","","","","","","","","","","","","GZ8"
"6/3/21","2","DSCN2517","1","1322","0.483220847","36.8394061","GZ","0","full","light","no rain","Grazing","belly","green with some brown","Cenchrus ciliaris","Pennisetum mezzianum","Cynodon nlemfuensis","Cynodon dactylon","light","2004","2017","4","","4","","","","","","","","","","","0.001644963","GZ","2021","6","3","13","22","Giraffe","","","4","259434.4123","53747.68081","","","","","","","","","","","","","","","","","GZ9"
